member_id,full_date,year,month,day,day_of_week,purchase_id
3871,2014-08-16,2014,8,16,5,291a872f-076c-4e91-a7d4-de33d838ead3
1756,2014-09-22,2014,9,22,0,2268f56b-4c10-4a2a-a638-1762146a202a
4780,2014-08-16,2014,8,16,5,6318c97b-d997-494e-a462-25c89f0f0096
4435,2014-01-27,2014,1,27,0,cc52832f-610e-4f7f-b899-3f43cf2c6ab1
3212,2014-09-04,2014,9,4,3,c7531682-5274-49b4-8ce7-bd87157d8730
2871,2014-03-05,2014,3,5,2,2909035b-e0e2-4d9b-8e75-e0be2943da08
2645,2014-10-23,2014,10,23,3,aeac685e-a3e3-4357-8907-d9f8500b4b71
3469,2014-11-04,2014,11,4,1,78814b30-611b-42f8-8f2c-c259f8a1a158
2349,2014-12-10,2014,12,10,2,cff06e22-5b26-42a8-847d-ed54433f6e5a
3247,2014-03-09,2014,3,9,6,80880ac5-683d-4248-9008-6261dc3c37ee
1202,2014-04-21,2014,4,21,0,a14fe4c1-7665-40ff-b400-fa7c31a527e4
1512,2014-04-29,2014,4,29,1,3b53c105-c17f-4158-b431-0eb976728612
3294,2014-01-03,2014,1,3,4,5f3acff0-0e1a-4e1e-a3f8-1f31b766e339
3142,2014-12-02,2014,12,2,1,8639ec1a-98df-4605-a86f-f0b9b6769fd6
4632,2014-09-18,2014,9,18,3,193ac2ef-1caf-4835-9840-702e5ead4b1c
3411,2014-11-30,2014,11,30,6,4d8830d1-c92c-410e-94a9-4247256f797e
1200,2014-02-27,2014,2,27,3,a7f4e259-7894-45fe-a996-02813836b861
1107,2014-09-26,2014,9,26,4,4b3a1017-f0ab-419b-8092-ce60fe229d13
4070,2014-08-03,2014,8,3,6,34401ed5-e850-4eb2-b6bc-31e59a482ee0
3901,2014-11-30,2014,11,30,6,f8526169-484e-43d4-8bce-fa7ee44c3838
3615,2014-06-13,2014,6,13,4,ca27b3c8-ea2a-46d2-b18a-5ff2704cc3f7
3857,2014-12-30,2014,12,30,1,83c80854-77fd-4409-93ee-576e20d1e170
3142,2014-01-09,2014,1,9,3,63b6fc5a-a73f-4f5c-89a7-69eb5a57f30b
2011,2014-05-18,2014,5,18,6,4b7249df-184a-4dd0-bddc-7537c125df93
3414,2014-02-04,2014,2,4,1,0a2c24a7-e7f4-4cd6-bd95-05d90319753f
3013,2014-03-25,2014,3,25,1,f8ff502d-4cdf-46b4-994b-c9f7b2cdaefb
3053,2014-12-13,2014,12,13,5,68dcb3fe-3d12-4a9a-9070-5bdc1dd1676c
2270,2014-12-18,2014,12,18,3,ba7aadb8-6c05-4467-8cc0-cba6e7765aca
3844,2014-09-25,2014,9,25,3,c6c548de-d075-4729-a1a7-b8eed8287b7d
1578,2014-11-29,2014,11,29,5,ff579d92-572e-42e6-92c9-2bab851159b7
1364,2014-11-08,2014,11,8,5,21ca6ab7-51a3-4984-b0bf-21ff49b32dcd
4902,2014-11-21,2014,11,21,4,a9e4f920-d377-4980-b531-90556e3a55be
2696,2014-12-23,2014,12,23,1,ac79e87f-cd71-47df-8cf0-98071eb63e7b
1449,2014-07-18,2014,7,18,4,35040164-ed7c-43d1-b7f6-6c1d2abaa612
3277,2014-08-30,2014,8,30,5,77e02b41-cc61-4feb-a6fa-177e89b03396
1719,2014-11-14,2014,11,14,4,6d37ca0e-3df6-492f-a447-77e11e506b70
3111,2014-10-30,2014,10,30,3,4a000ccc-eb74-4db9-98cd-9840009c187b
4135,2014-02-22,2014,2,22,5,fef9f8de-3326-4d3e-962d-5d9a7d06d19b
2261,2014-01-21,2014,1,21,1,cc9020dd-e32a-44cf-8df7-9cd4bef96ed7
3835,2014-10-15,2014,10,15,2,1c2c65a1-678e-4d69-ace9-c273d50de80e
4379,2014-08-26,2014,8,26,1,dd54e3de-2b43-4347-b590-93761b5607d4
4284,2014-06-10,2014,6,10,1,512129bc-8d94-42a3-aca3-e76528c7a438
2815,2014-09-23,2014,9,23,1,3c62af33-741e-4c75-950a-fe0610e30fa0
4394,2014-02-14,2014,2,14,4,a2960d3d-1f30-405e-8172-d9ed1acad0ac
1400,2014-11-10,2014,11,10,0,269bfcd2-a78d-400b-9b29-18bb6d80d567
2964,2014-03-10,2014,3,10,0,8a5e6268-6802-4339-9683-7de84f876e92
2457,2014-09-07,2014,9,7,6,dbb2eecb-51eb-49b7-8e8f-33fdcaf39885
3725,2014-08-03,2014,8,3,6,7364f947-9a0b-4ddd-bae2-657fa38dfcc5
2041,2014-06-19,2014,6,19,3,a1637c00-0c38-476b-862f-bda509b1ce97
1259,2014-10-06,2014,10,6,0,491262ee-31d1-4e70-a2fa-565e3e4b5c37
1235,2014-04-10,2014,4,10,3,ddd22152-fbd9-4eea-9eee-f578b33bc078
4820,2014-02-07,2014,2,7,4,003b51a5-c1f0-45c1-9234-a21336eba593
4690,2014-12-20,2014,12,20,5,2729faf9-4851-4d33-bc5b-e847437b3f2e
4308,2014-11-29,2014,11,29,5,a845c446-7765-4438-986b-4d1ef1d2bce0
2944,2014-07-31,2014,7,31,3,b2115fb9-ed6a-4573-903b-2fe0d9951ab1
4809,2014-06-21,2014,6,21,5,07f0e2fa-10c0-4cb5-a636-d7730ef227ab
2803,2014-04-03,2014,4,3,3,0dfd3cae-6fd6-446e-834b-95466fd7e577
2925,2014-11-24,2014,11,24,0,cc7a06fe-3317-4aed-a154-3148587e6910
4329,2014-06-04,2014,6,4,2,6d4e80b1-c77d-477f-9284-b8cb39dbde62
2811,2014-06-20,2014,6,20,4,e1feb949-2138-45cc-8a66-4ee08781367c
1527,2014-01-29,2014,1,29,2,5e05acc9-1c19-49a4-9d9b-c54093e9e281
2909,2014-06-09,2014,6,9,0,f6608d0c-e457-4f7b-8891-c0e7df7ebd07
2045,2014-11-04,2014,11,4,1,5a7907a0-d9a7-4be0-9fe7-a0d5ea171a54
2170,2014-02-24,2014,2,24,0,f1100f5d-d06e-4dfd-a22f-4a535b34b4c9
3962,2014-11-15,2014,11,15,5,537f7a68-3ba2-484f-823d-b01ee457628b
3065,2014-03-14,2014,3,14,4,f20fee35-e8ce-49d1-8069-5dcc0391a877
1425,2014-06-02,2014,6,2,0,637e2b69-4603-4c8b-a05b-87bd7cba71b3
2692,2014-04-10,2014,4,10,3,b98a9e40-bcd4-455e-b7fa-892391eb652c
4893,2014-06-27,2014,6,27,4,7c17b6a6-c600-4f3b-91b5-fb8e2909c351
1528,2014-01-02,2014,1,2,3,8852e1b4-2f8d-430f-91b0-8914947bb4f4
2587,2014-10-29,2014,10,29,2,19d3140b-23ae-42fa-9f07-f0c3567da9d9
4065,2014-01-13,2014,1,13,0,6935996c-1008-4311-84b7-b23b38251a92
1616,2014-07-11,2014,7,11,4,9aa4296c-d60d-44c7-9d6c-c3b3e51889be
1476,2014-01-16,2014,1,16,3,2d0607c8-13bd-40eb-a81f-1b458f1dfc41
3133,2014-12-07,2014,12,7,6,780a2c6a-f779-4d6a-9fa3-a401b05738ab
4770,2014-02-22,2014,2,22,5,6084dd8e-3335-4bac-af40-1235fdeb1cf0
4725,2014-12-19,2014,12,19,4,e13c377e-f7e0-44b6-bb3c-cda66e1b91d3
3293,2014-10-17,2014,10,17,4,83ea2ce0-f6f9-4ea7-a757-17752df0e45c
3244,2014-06-21,2014,6,21,5,533a9c87-390c-4b0b-b941-0fc8412981b7
4941,2014-09-09,2014,9,9,1,d15c3044-7e4e-40b2-9b9e-29764e214956
4840,2014-08-27,2014,8,27,2,92a89790-1310-43c1-810b-b33f99f321d0
3439,2014-05-14,2014,5,14,2,d5fcf748-9f64-43a5-a9a8-49820f1a7f44
4609,2014-01-05,2014,1,5,6,aec316c9-72f0-4711-976a-19f045016c70
3818,2014-11-03,2014,11,3,0,140beba3-a708-4233-bf09-2314d1fc769b
1001,2014-12-12,2014,12,12,4,c1ce0524-7372-4b7f-8350-34c0a5b2e2f0
4523,2014-11-07,2014,11,7,4,548b42f0-7036-40e9-b89e-fcf98699f269
2349,2014-05-28,2014,5,28,2,871e8338-583d-40ed-a97a-f2d7b1e2e7f6
2026,2014-07-01,2014,7,1,1,24e2c5ad-49d2-4d18-8b22-c9ad868e7a45
3587,2014-03-08,2014,3,8,5,efd8b79c-fe86-4ef8-91a1-6e6d489ca4aa
3959,2014-05-07,2014,5,7,2,29dcc1f6-4e44-4a85-a0b2-1280322ebe2c
2901,2014-09-08,2014,9,8,0,0e61e3cd-f1c7-406e-9fb5-c3363784696e
2689,2014-04-19,2014,4,19,5,e10ee385-07db-4261-9af4-ba3c74dcb4c5
1844,2014-04-27,2014,4,27,6,ca33df5e-be88-4501-96e1-50688593ed5e
3629,2014-05-07,2014,5,7,2,2fc7c24d-0013-488a-af31-84928c73008a
4991,2014-08-28,2014,8,28,3,060e52c7-5d09-46c9-b7f7-32f659319e6f
1003,2014-10-15,2014,10,15,2,2ee6a73c-f266-4a2d-a32b-93384c6d0f0f
4455,2014-06-18,2014,6,18,2,783d1543-5ef8-45bb-8448-0db776350f72
2662,2014-05-12,2014,5,12,0,a9bd000e-351b-4175-af43-119250933bd6
2948,2014-07-20,2014,7,20,6,7ee9a2b7-ec26-4ee4-8c8a-4b85d08de48c
4281,2014-08-14,2014,8,14,3,1ecb4eb6-c293-41a4-adc1-694cc7746604
1880,2014-09-17,2014,9,17,2,026f5fc9-e494-4f92-aa5b-297df20667af
4858,2014-08-17,2014,8,17,6,ffc27c1c-c34d-4b17-acc5-5a4546f7c6c1
2907,2014-03-25,2014,3,25,1,c37ea6ae-9fcc-4956-9436-7c14da3fdbf3
2339,2014-01-28,2014,1,28,1,d2845010-7861-4cef-bd1b-3486003e2aaa
3479,2014-06-06,2014,6,6,4,d791a6cc-a221-4109-aff8-73d93be9801a
2562,2014-11-14,2014,11,14,4,6d99b51e-4729-4e43-b640-1defb4714a67
3204,2014-05-29,2014,5,29,3,9f34b449-0f3c-4bfe-a38f-e91ba3a36bcc
3200,2014-10-27,2014,10,27,0,2cda0cc5-48fd-43a2-87e9-216568a33683
4950,2014-04-20,2014,4,20,6,05ac1209-29c2-4e66-b423-1de9fe4f4884
1279,2014-02-13,2014,2,13,3,a465396e-c11f-4bbc-acf9-ff96811e2f3a
2245,2014-02-19,2014,2,19,2,1ef79a75-ccb7-44e5-bd7a-b3242a534c47
1856,2014-04-26,2014,4,26,5,766ef019-6ac1-456a-9eed-5beb808b9f17
1966,2014-10-23,2014,10,23,3,f55f0ec7-acdb-412d-97fb-eb4c378c4a13
1714,2014-01-22,2014,1,22,2,eed5f09b-7b7d-4152-8250-eb4bf64dba54
2133,2014-04-12,2014,4,12,5,f368f526-2813-4c0a-ba23-5e3539525894
1147,2014-04-03,2014,4,3,3,b4eff4ab-c4bd-40a2-962e-68d2449c2a9b
4991,2014-01-20,2014,1,20,0,add3b167-7233-4e11-a805-3dbe60f3fb0b
2850,2014-01-18,2014,1,18,5,601209ba-e855-4143-ba21-462349064a78
4159,2014-11-07,2014,11,7,4,bb3c22cc-9bb2-4162-91c1-277a619ccae8
1902,2014-12-14,2014,12,14,6,255cbf66-f247-4a09-8f2e-a38afd3452cc
4675,2014-09-07,2014,9,7,6,75a042af-8268-440a-889a-09ba664a22a2
4544,2014-10-29,2014,10,29,2,8c5d6380-d63d-494b-850c-54bbbf755f1d
4715,2014-10-12,2014,10,12,6,6a681943-366b-487b-979b-bce8753e4642
2020,2014-01-02,2014,1,2,3,182074bd-52f7-43a9-b2fa-da168855770f
3814,2014-05-01,2014,5,1,3,c923c8c2-d95f-4170-a51b-7dbbfdf847a9
3351,2014-06-13,2014,6,13,4,1f35e13f-ace4-4873-87fd-1586447c8cd9
1721,2014-07-03,2014,7,3,3,22a596ca-754c-41d9-8a31-d0f0deabba2b
4365,2014-01-23,2014,1,23,3,c35bf0b2-d73b-4586-8376-9254c11e6e28
3724,2014-05-07,2014,5,7,2,d8be66bb-c4ff-4126-9aa0-5dd8fd7d1a9a
3160,2014-11-13,2014,11,13,3,196edb54-4395-4f8e-8ab0-22e7181f12ae
3786,2014-02-04,2014,2,4,1,757b294a-9c4f-4bf8-b157-87f19fd826d2
1204,2014-12-01,2014,12,1,0,67330b46-fff3-45d5-9063-b4375a706ce8
1240,2014-07-15,2014,7,15,1,c1fc6166-6a84-4f4e-a0bc-7fe066ad710f
2504,2014-10-02,2014,10,2,3,431d73c3-d6c1-4e20-832d-84502fefe0cb
4897,2014-06-13,2014,6,13,4,13f51d7d-106a-4312-a5a3-6cf60645bac6
3491,2014-11-12,2014,11,12,2,b4c350c6-558d-4d45-9ec2-41519a359111
3046,2014-08-22,2014,8,22,4,49842004-9c03-4f2f-bf7f-20aa83d9c7be
4820,2014-04-23,2014,4,23,2,91d8abdb-73f2-4b7e-9132-acd2217f033a
4898,2014-03-04,2014,3,4,1,e00e6b60-6f9c-4ea3-808c-43a8865d987b
2919,2014-01-14,2014,1,14,1,7ccac24c-a08a-4566-8e59-aacfd318549e
1354,2014-04-05,2014,4,5,5,07f7435d-f70d-4f51-96b9-28a4c8ee93d6
4424,2014-08-31,2014,8,31,6,9b2e31b8-cb6a-4c3a-8397-f3e8b0b74a74
1320,2014-07-19,2014,7,19,5,3cb865a0-224c-409d-8142-1fc5d04f803b
4422,2014-10-19,2014,10,19,6,350e2be4-2b98-4c58-9daa-aac90e04580c
3533,2014-08-22,2014,8,22,4,4ac5776b-6c2d-4fae-9ff9-6e25b75e31aa
3721,2014-10-12,2014,10,12,6,fa57d830-dfa6-4923-b770-238c1ecb31d3
3107,2014-02-01,2014,2,1,5,5b17b32d-aa50-43d6-9623-cd76a0218626
4908,2014-11-13,2014,11,13,3,bb7e05e0-c181-480a-ad72-64fa9cf09eb8
1684,2014-02-26,2014,2,26,2,e32fa6a7-949a-4548-bc11-b455e252e1fc
3452,2014-12-23,2014,12,23,1,4342f05d-cbd0-462e-ac46-0c785a128247
4052,2014-05-17,2014,5,17,5,ab0d493b-cc1f-4bdc-adea-ecb9264a727a
1520,2014-04-30,2014,4,30,2,bc4e232c-6621-4d55-8f3f-a88c24f856ad
2063,2014-05-26,2014,5,26,0,74d7e8f9-bc1b-4353-b47f-9562b588da06
2353,2014-11-14,2014,11,14,4,1b78299d-9b23-4731-a871-8bbc5d932935
3450,2014-05-20,2014,5,20,1,c106ea95-a515-4de1-afc3-13e52447466f
4056,2014-03-10,2014,3,10,0,ba36c85f-cecb-4148-9b93-c7cc1d8c58c0
4865,2014-05-20,2014,5,20,1,5466502c-147a-4d06-828d-ffc67884bbcf
1395,2014-05-20,2014,5,20,1,7fa86d39-2c3e-42d3-a795-5262567f3d07
2325,2014-02-27,2014,2,27,3,af627565-8cdd-495b-b138-33c7cd33e614
4887,2014-02-01,2014,2,1,5,f2aba0fc-04fb-4fec-bbdc-241b1446d668
3356,2014-09-30,2014,9,30,1,16ec1f77-f25a-45c1-820c-d4bdf3c9fc88
3827,2014-11-09,2014,11,9,6,10546345-7a00-4983-a436-3ab9f54b6982
1546,2014-02-04,2014,2,4,1,d4e08d81-a1f9-4a42-83f8-5510b08d167b
1327,2014-04-12,2014,4,12,5,2dc5791a-0018-463e-889d-fe6a50eb1b54
2682,2014-02-20,2014,2,20,3,d0fd0e6a-cf09-466e-8f4b-f422f4a8fdc1
4937,2014-06-22,2014,6,22,6,1271c44f-565c-4111-837a-b32a02172587
3817,2014-11-24,2014,11,24,0,2927e373-c41b-4c9f-aa76-ffb5cfd63678
4314,2014-01-27,2014,1,27,0,98b7f4db-21c7-42b2-bbf4-85401d6948f8
4146,2014-03-01,2014,3,1,5,caa50455-1717-449b-85dd-36f58d883a7f
4749,2014-11-09,2014,11,9,6,1b62436c-75f8-484f-968c-5b5aa54c0929
3222,2014-01-16,2014,1,16,3,b9935855-cadd-4976-9606-5256ce8ed0ee
1937,2014-07-03,2014,7,3,3,27db993f-eeed-47fc-b80e-8f2f84ae7e99
1440,2014-01-01,2014,1,1,2,72dea1d7-9b1c-4b2b-985c-f632902b2b81
1682,2014-05-07,2014,5,7,2,f44bf97a-46bd-44d5-a6f7-961d650cece3
1421,2014-08-30,2014,8,30,5,a91690f8-e766-40b3-9b32-48642d82e736
2774,2014-03-26,2014,3,26,2,bd1401bf-0bea-4c6e-bf25-c08c9a4ac3ce
2009,2014-11-12,2014,11,12,2,1b256425-f0de-4592-b800-771534c1c3b1
1366,2014-02-19,2014,2,19,2,a76a4afa-0307-478d-b6d4-37fc713d8ba2
1432,2014-12-03,2014,12,3,2,05a1b253-c5d1-40a7-91aa-763a7835c435
2758,2014-10-24,2014,10,24,4,3e155324-bb01-490c-a3ad-c444227e8a9f
1209,2014-05-03,2014,5,3,5,825db653-3b49-40be-931f-bca390e6d378
3695,2014-12-10,2014,12,10,2,098862f5-0bbc-4019-bbe1-44b33f51346c
1353,2014-12-09,2014,12,9,1,aa40952a-0e2b-46e3-90dd-7cf3d58d5fd7
4351,2014-11-26,2014,11,26,2,c4baeff0-7236-48bc-a439-95afb357e445
4277,2014-03-08,2014,3,8,5,93d1d060-cb1f-47e7-8194-5e3104590828
4532,2014-11-13,2014,11,13,3,0f182ef2-abe4-42ba-baad-4eb1606a45f9
4281,2014-09-03,2014,9,3,2,77f6a3ee-7bb5-4b8c-904d-cce343714075
2025,2014-11-13,2014,11,13,3,b2b3b3c9-b91e-4b75-8489-02976080db45
1708,2014-09-07,2014,9,7,6,2229ff88-abeb-4280-b969-7395a59e6ca7
3153,2014-06-21,2014,6,21,5,89197a7b-b1df-4b18-a5a6-4dd8941e37e5
4584,2014-04-22,2014,4,22,1,cee7b8c7-9fe1-454e-a0f3-58cc80b959ce
3948,2014-10-04,2014,10,4,5,38fd1265-5985-4aec-a9ed-b60f8eca9162
4082,2014-03-08,2014,3,8,5,33739931-2a23-43a4-b29a-8421875900de
1169,2014-01-15,2014,1,15,2,de113e1c-18bf-4f39-b625-d9233b6bf824
1220,2014-11-16,2014,11,16,6,fc6b5eba-6209-4a33-af7b-2caa741b70fd
1438,2014-05-18,2014,5,18,6,aecbe1b3-6cdb-481a-8daf-a3df4ef653c8
2071,2014-07-31,2014,7,31,3,4ffce954-9c49-41fa-bd4d-c0392e11d42d
4802,2014-10-08,2014,10,8,2,c078a6b0-9382-4d09-99f2-2bde87f7625a
2868,2014-06-15,2014,6,15,6,00f1cbe1-02f5-455e-9e75-52d3e1c7a1b3
2390,2014-11-28,2014,11,28,4,78dee347-0802-4317-a63e-0f02617df6f1
3649,2014-09-23,2014,9,23,1,c90dfb32-955a-43c0-83ab-6dde1fbcaafa
1834,2014-12-21,2014,12,21,6,c8af92bf-ea91-41fa-8c79-990d6090495e
1578,2014-03-26,2014,3,26,2,ab38c785-8e5f-4594-b789-7e6d7d48c8c8
4060,2014-11-10,2014,11,10,0,698ab8e1-afa5-4321-9c46-807679a82c8c
3717,2014-01-27,2014,1,27,0,1345380f-562a-425b-a062-19f6111f5927
1501,2014-03-11,2014,3,11,1,72eaba1d-8ea9-4a76-b25d-158fdb09ec75
4654,2014-06-05,2014,6,5,3,815ac8d3-bc7d-469a-af4a-23d3e6b7410b
1022,2014-02-22,2014,2,22,5,8dc18466-ed19-4be0-891d-1c773cbcb8f4
4822,2014-02-07,2014,2,7,4,f6179703-6199-47d9-9c9b-5dc6d5092259
4473,2014-03-06,2014,3,6,3,d5c84335-da5c-4a62-9a43-a54c8645a3af
1099,2014-08-29,2014,8,29,4,17d3495e-ceb5-414d-895c-44692ba5ee2c
2020,2014-11-04,2014,11,4,1,779832f4-3b9c-4c5e-ac83-540e4c93e373
4227,2014-07-25,2014,7,25,4,197ea355-4453-4155-bd39-918c6d69987b
1113,2014-02-02,2014,2,2,6,924176fa-32f8-4d51-baaf-a3890de8ae45
4542,2014-05-12,2014,5,12,0,a6a7e690-553c-4fc7-a633-6be9aeef3a34
1607,2014-05-10,2014,5,10,5,69df252c-972c-40bc-8106-09469a9d4280
4825,2014-04-23,2014,4,23,2,54aa1de9-a852-4e7f-afcf-3edb9f435110
4467,2014-11-01,2014,11,1,5,db03bd21-0b73-4b3e-877b-1ba8879abd11
3146,2014-07-02,2014,7,2,2,d2469fa9-22c7-4b3c-99f1-d4dcb749f28f
3508,2014-10-03,2014,10,3,4,f674829e-4266-4fb6-8b85-c207c703e90e
4712,2014-03-11,2014,3,11,1,8e81360e-d14d-4190-93c2-b5129d05ac85
3535,2014-02-16,2014,2,16,6,3738bf5d-3cf9-4062-a84f-a2ce91ef3fd7
4404,2014-10-10,2014,10,10,4,14b3c680-1e25-407f-b9cf-3468a53d593c
2934,2014-10-30,2014,10,30,3,626b0ffe-8097-4aa1-9db9-ecb3549bc104
4080,2014-04-23,2014,4,23,2,ea465c36-3fec-46c6-a5e1-79e002786f7a
1266,2014-08-27,2014,8,27,2,aa7deba9-058e-43e0-95ef-e037a4c70894
4244,2014-05-12,2014,5,12,0,af5af643-b78c-4cff-9e5a-7e4cc3497f80
2545,2014-04-13,2014,4,13,6,f7376909-f041-42ba-a825-30e683422db3
3427,2014-05-06,2014,5,6,1,39a7d74e-2e19-4925-af93-e7a03b79b734
2174,2014-09-18,2014,9,18,3,d5df5e21-5190-4d68-b5b3-d86c1eb0e577
3849,2014-09-10,2014,9,10,2,133b5d4f-eb22-4174-b413-18303e7dd096
4015,2014-10-11,2014,10,11,5,9e1ad66f-4b6b-4458-b513-b079fcf34098
3123,2014-12-15,2014,12,15,0,963856d1-e0ca-41f0-a9b1-bc5455b23269
3366,2014-12-19,2014,12,19,4,6a7a9eba-aa7f-4f81-bca9-43d9b403fc04
4916,2014-07-11,2014,7,11,4,9568f44c-6841-429c-a800-2a774b9b6ab4
4698,2014-07-24,2014,7,24,3,dbcb629d-b1d2-4041-8a85-aebd5258323c
1137,2014-05-16,2014,5,16,4,300bd620-bdb1-4c11-89bc-72d2095eef67
1781,2014-03-15,2014,3,15,5,17779b54-e1af-4532-a3a4-f454a338c95f
1519,2014-10-28,2014,10,28,1,e38a15c4-7ce8-448b-9561-b0be939ade6c
4262,2014-08-17,2014,8,17,6,b65692fd-64c8-4b04-b6b9-6e4b46c124ad
4625,2014-03-01,2014,3,1,5,0bdcae8f-fbef-4dd1-acbd-da3647d5bf60
4823,2014-02-22,2014,2,22,5,fca6daa1-8622-4f66-af27-3ea304d487bf
2669,2014-03-20,2014,3,20,3,6f3c457c-3370-4a8e-8327-ea564108f337
1417,2014-10-14,2014,10,14,1,725d25cc-2aee-445f-9fb5-ab88a336d192
2311,2014-10-26,2014,10,26,6,d680adf8-5394-43b9-8c30-bb1dca71d5f0
4387,2014-10-22,2014,10,22,2,402c4100-b753-4e70-af31-17458bbb6cef
4833,2014-08-17,2014,8,17,6,b982e996-891b-4348-892c-c592ebea1da4
1002,2014-04-26,2014,4,26,5,00f20024-c157-4822-8844-309719169fe2
1019,2014-10-12,2014,10,12,6,a041cfc8-f95b-44a8-8eb6-52e83e9793bc
1548,2014-01-10,2014,1,10,4,955fb9e6-2c6a-4b14-b670-c6b869233619
2350,2014-03-04,2014,3,4,1,d50d1f77-7522-4824-9ee5-3ce2875d1739
4599,2014-04-23,2014,4,23,2,27d0e752-88cb-436d-b0be-2d1d297137d1
2983,2014-02-28,2014,2,28,4,f1e562c1-a929-4dd6-badc-56ab10807939
1994,2014-07-21,2014,7,21,0,4def5759-e858-4e32-a796-b5f9b535e6d3
2611,2014-02-16,2014,2,16,6,2347f811-a31f-4a10-be32-a7b3269865fb
2649,2014-03-09,2014,3,9,6,1a90f511-1c88-4df8-91fb-60a055044693
4941,2014-12-06,2014,12,6,5,222780f9-b77c-4cdb-9ef0-a21b6e0d49de
1836,2014-04-13,2014,4,13,6,12af7a58-e4a5-41b8-be8d-6a744e347d7b
1878,2014-09-06,2014,9,6,5,806bc860-bfd1-4a57-b762-932840186d17
3184,2014-10-09,2014,10,9,3,a196b500-0e27-4b29-8562-2717eeae33bf
1924,2014-05-20,2014,5,20,1,85b02dfa-c1bb-48f4-adea-d40ef63a2f98
3266,2014-10-30,2014,10,30,3,73e4a714-e4c4-4b72-9d25-95367b5d55cf
4807,2014-05-21,2014,5,21,2,7636a1ad-8e10-4a63-bdee-d09b109d7e45
1746,2014-03-21,2014,3,21,4,7592184e-6399-4a38-b902-ed3dbf679d6a
3267,2014-03-27,2014,3,27,3,19321c59-fef0-4999-8f75-7144021dad78
3216,2014-02-11,2014,2,11,1,22df8535-5423-4743-b65a-1d2e90abeca7
3629,2014-05-11,2014,5,11,6,9539a357-70b6-4435-9a74-c47000e7903c
1142,2014-05-22,2014,5,22,3,9171c1bf-5fc5-41f2-bcbd-c797f3ebd1d2
1178,2014-06-15,2014,6,15,6,dd639121-5286-4f83-8d4c-3307c04227f9
2391,2014-01-11,2014,1,11,5,309718bb-82ef-4636-8a1b-714f3d0b9967
1753,2014-07-30,2014,7,30,2,9189057a-be8c-4bcc-b569-393bc760950e
4607,2014-09-06,2014,9,6,5,95e62c5a-aa60-4244-92fb-cdcbc334c03a
2762,2014-10-27,2014,10,27,0,b3231783-8382-4deb-a4a9-3e835a3bf768
1959,2014-03-23,2014,3,23,6,afabcd5b-3e43-4632-a1cc-1cc5b0631a64
2776,2014-05-14,2014,5,14,2,925bccea-b8d4-4745-831c-6f92eec951b1
4554,2014-07-18,2014,7,18,4,9f8e1158-81f9-4095-afb1-c475e0118850
4367,2014-08-22,2014,8,22,4,37453c53-d44f-430e-bb69-bac68f154446
3265,2014-09-07,2014,9,7,6,c299d8c8-1e49-4304-8d0f-082584e35972
4665,2014-12-01,2014,12,1,0,e0657643-2f93-4ba6-838a-d9fe5951c501
4224,2014-06-10,2014,6,10,1,b2626fc3-c3a5-4194-a111-8d2547611131
1759,2014-07-28,2014,7,28,0,a232c83b-e41f-47ab-b1b8-355c2cc9bb73
4712,2014-09-21,2014,9,21,6,157e5f6b-5417-47ed-af53-5cf29da1c0e6
1364,2014-07-01,2014,7,1,1,4ecc7c63-6545-44e0-a0dd-07bca6c7a39b
4465,2014-04-01,2014,4,1,1,6378d815-fb50-4848-8ecd-b9391151b50f
4635,2014-02-02,2014,2,2,6,58f4f39f-d8ac-480a-baff-2f9eafdc7b39
1852,2014-04-01,2014,4,1,1,f3df1613-0995-4194-b15c-358653b343c0
4551,2014-07-01,2014,7,1,1,26391fa0-4693-4b22-9659-b7cc83e53761
1134,2014-02-18,2014,2,18,1,282ede97-308d-446d-a9a5-f563dfc283b2
3151,2014-08-20,2014,8,20,2,5245fba2-9aea-489b-95ff-ede9047383ca
2593,2014-04-16,2014,4,16,2,e1d3d8f4-7d81-4af1-be2f-41c6d518313b
2318,2014-10-12,2014,10,12,6,36e5b82d-f473-4405-93a5-03e4444dd2a8
1483,2014-01-13,2014,1,13,0,905cf4f2-e8ae-4410-91fa-7c9a9a7139c2
1892,2014-05-08,2014,5,8,3,2add5732-5b53-49af-8d2b-ed483baafd27
4184,2014-09-17,2014,9,17,2,67f0194c-626b-4216-8352-416b4f28dea2
2741,2014-10-08,2014,10,8,2,980ef935-f657-40dd-ab85-bb117504997d
2461,2014-01-24,2014,1,24,4,c4da6ee6-65f5-4979-b2ca-cbce16e02044
3608,2014-01-24,2014,1,24,4,b4817172-fe03-42b3-8761-13adcfe22b5e
3038,2014-12-30,2014,12,30,1,71eb7695-8a29-4a4d-b376-a3c76637bd42
1772,2014-04-02,2014,4,2,2,a071b4a1-bad5-463c-8ca1-8c60122f9626
3548,2014-10-20,2014,10,20,0,5561c397-ec3a-4b2b-99bb-0877a04b93ba
3010,2014-11-05,2014,11,5,2,affef171-e08f-4aa1-ba03-437a8b6af64e
4010,2014-11-08,2014,11,8,5,3add95b4-a9ed-4d74-bace-1085d9e76af3
4466,2014-07-14,2014,7,14,0,f0c299bb-e88c-46fc-b9eb-b9cb51ef620b
4191,2014-05-08,2014,5,8,3,e18f2096-be3c-428a-b7f5-505dc21fcb5f
