MemberID,FullDate,DayofWeek,PurchaseID
4836,2020-08-17,0,e3fe5b8e-ccbf-4eb2-ac25-02708462ba86
1561,2020-05-06,2,584257f0-c2eb-49a1-a9fe-5893d2f9ffae
4731,2020-04-04,5,727bcaaf-62af-4d24-a740-f409d9136f2e
3812,2020-11-13,4,922503c6-502e-4a21-9a69-4ea4b4c3fe0b
2097,2020-01-10,5,f0aab951-3d28-4319-bea7-9e697d4dffbf
4986,2020-01-28,2,d8e11bbc-2d73-485e-94fd-6bb60a6e1151
4742,2020-11-15,6,014ce9a7-6a8f-456c-94f7-84628a061e8c
2502,2020-04-15,2,a16d050f-1292-4709-b4d9-3d2628dbaf7f
1135,2020-10-07,2,d792fcc1-15f0-41cb-bfdd-26664aeb7c8a
2403,2020-02-14,5,2cacd00f-cf5f-478a-a9b6-6d496a78413b
4234,2020-07-17,4,161aa6f5-bdaa-4c93-8a28-9a9d88c1d071
4068,2020-11-12,3,59b564af-15ec-47f6-a6df-733475947878
2311,2020-06-30,1,184fc016-6c4b-440d-b460-b5b7ca6295e2
1353,2020-01-21,2,5f75f16d-8ca2-48e4-9413-da98caef59f8
3251,2020-05-07,3,cf5238c9-2867-46bc-b495-2af3285fe9ab
1748,2020-08-03,0,66a5294b-93db-497a-9ef7-ea7bbfbe2495
1638,2020-12-03,3,94c36d25-b483-4f04-8840-c2091abcadb5
2170,2020-10-02,4,cc6610c8-f521-4af2-b119-be4a3ea9d888
3903,2020-06-02,1,5722b995-668e-4b40-865b-8afed44f6264
1245,2020-06-27,5,43ccb18f-0bac-4a6a-89c6-aa12d42f4f80
3237,2020-06-28,6,fd471a4c-bda2-4fb1-a077-662ab62ee0d4
2843,2020-12-10,3,7cbfe953-b944-4a7f-b07a-bf76122acd34
3095,2020-10-13,1,98b93e39-c887-4ff4-b7ac-e0218bdf092c
4076,2020-05-22,4,aeb5de64-9a56-4eaa-882c-0a938385bfc6
1298,2020-06-23,1,44694efd-4bb3-441e-8e14-843808309d23
4591,2020-06-13,5,ddfb8755-fa23-4eef-8340-78b26316fbc5
3592,2020-10-28,2,185c6bfa-8467-4619-ac8d-9115721e58fb
1305,2020-05-23,5,6b45b8bf-e2d3-4e6b-a6b6-828179641a4c
4326,2020-06-11,3,c84dabc2-ea2a-4625-bbfa-f7603f5f6074
3189,2020-03-02,0,848dcd83-a4bb-4a6f-9b31-e9787c68b18d
1991,2020-10-02,4,e4997567-6c96-4bca-b149-d1cd8e24084c
2091,2020-02-08,6,6e6879f1-6e25-4b78-8eb1-80e5a943bfcf
3100,2020-06-03,2,6c383249-085b-4c17-baf0-7c840d623a79
4984,2020-04-26,6,e6e2cf90-e028-43db-894e-dfa67d371999
4444,2020-06-10,2,5f3d1a8e-6f9f-499d-b244-594478772b4a
4678,2020-12-17,3,270baa1c-a7f1-4628-9b14-d3643353f852
1670,2020-11-22,6,168d2258-f0a5-47b6-8e46-3c0a1f2112d3
3214,2020-01-14,2,dc9298e2-dcf2-4244-95c9-5745e0335a51
2772,2020-03-18,2,9e1d7218-7d9e-49db-954b-a8223830f349
4343,2020-12-21,0,83f0aaad-e60a-4c09-bc9c-8291685da7d7
4351,2020-08-21,4,3fefe461-76fb-421a-b606-19a8fd2fca96
1598,2020-02-03,1,71e49765-a650-4d5d-b81e-86c3495f90ec
4469,2020-10-18,6,cc12a03a-e3cf-4bc7-8030-98e816a662f2
1788,2020-05-12,1,6451ae9c-2d4e-44a3-9a42-fc5194a65037
3768,2020-01-08,3,07d158be-af0d-4be2-822d-7290081b5158
4661,2020-01-03,5,19cdaf7c-67f9-4e14-b267-906b4289b843
3801,2020-08-17,0,4aed8334-fcf1-4931-bdc4-083c5fc05050
4109,2020-04-10,4,18b15c56-a1f6-42e9-90d8-fab2d327e437
2485,2020-03-24,1,dd557204-888c-4436-bc8e-0feb1dfcbbe1
2365,2020-11-06,4,5178a1a9-7191-40dc-9bd5-2e80001f6672
2602,2020-08-02,6,f52cdabd-f6d6-4f54-9e99-3c5a52d17434
2391,2020-05-12,1,488c3c94-e27c-4aaa-9357-815bb34c622f
3483,2020-08-09,6,9d15082c-0e6a-47ae-bfd0-7fde6607892a
2512,2020-01-31,5,8c84e950-3b52-46c0-a284-399d90b61800
2652,2020-01-08,3,44c06b7b-7d83-45b9-929c-3b2bfe07852d
1777,2020-03-12,3,c29325fd-42e0-49da-878e-5ce7978429f7
4007,2020-12-23,2,48141daa-22e2-4ab7-b4c7-7ea3ce9db9e6
2653,2020-04-17,4,bb42e887-84c4-426c-8f50-0e9766f3fc81
2703,2020-09-21,0,24dfbe95-8e6d-40fd-91f5-75c346605619
4322,2020-11-14,5,444333f9-9fe0-48f7-8206-00ba35ac27ba
2270,2020-04-02,3,d0f88c4f-c6ff-4277-9379-0a4ded8d7985
2306,2020-09-10,3,ee92e846-cb88-4b05-a898-a4f5bc1dc617
1539,2020-09-27,6,396fc101-a11d-4d7b-a466-8dcbf29870c4
2517,2020-12-12,5,a6980464-b8ca-4de7-9ceb-b7f067611d31
3254,2020-10-19,0,ba5e3279-ec9f-4a2c-bd39-48393b12b2d5
1711,2020-03-21,5,6cefec9c-be69-4115-9cde-d9a59dc5bf37
2560,2020-07-06,0,ea5282c4-70e1-46a7-ba11-421baaa62918
4891,2020-06-10,2,cafefd09-6b84-4d4f-90b6-7432522e1bdc
1622,2020-12-02,2,ea9fef77-d2fc-4390-b966-623dbbda276c
1028,2020-02-06,4,f2fed071-7b9e-4c65-877a-025a591d9a15
1416,2020-08-22,5,fd63282a-62c9-4bad-85bd-394fbfa6246f
1037,2020-12-16,2,6513cc0d-4e14-4e73-b2d4-26448b122dad
4293,2020-04-23,3,8338ab96-de89-4ebb-8895-3d0213fc1938
3054,2020-09-04,4,eff2c012-143a-4b55-9684-27ad3088a668
4467,2020-04-23,3,16873412-ab76-4d1c-8463-a8a79163c7fb
4811,2020-02-11,2,febade9b-e511-49cc-92bd-97a7d2fcc423
4749,2020-02-15,6,e95aa4c2-fa17-4de4-84f8-18c90f61aa2f
1825,2020-11-21,5,4fedfdf4-6f32-488e-8ed1-50f41483af33
4685,2020-07-19,6,97db193b-7920-47fc-8c55-895837417db6
3621,2020-07-14,1,3f82fc36-5713-4c6b-a971-0e0fe2494041
3219,2020-04-08,2,8f881326-3b38-4987-ab90-2c25c6c3a53d
1444,2020-12-29,1,b3dddbb0-502e-4f64-8f40-0643661f5114
1698,2020-07-22,2,25e5fe4c-2822-4d74-aa2b-727273a129a8
3328,2020-04-15,2,2918425f-6c44-455b-9834-49058a321d0c
3704,2020-04-30,3,4968203f-133a-4420-b60e-ad45cc25a6b0
4124,2020-09-09,2,f158eb09-daee-4c62-b59f-81e9842e23c0
4357,2020-10-10,5,9137ed74-04f9-4a3f-8511-2bbacf2fa913
2073,2020-04-30,3,1d04d08b-5668-4950-b0ed-673f03035a79
4192,2020-12-09,2,33c8c05a-cf56-4cfe-a430-041b6b9bfb45
3890,2020-10-26,0,7eddbfc1-2dab-474f-be84-edb83897ca47
3147,2020-12-24,3,d3ceb40e-b648-4615-8f2d-041722ec3b42
4550,2020-01-30,4,e20c6c3c-4abe-45e5-8a1e-990292277141
3183,2020-07-08,2,6264d533-c370-4eae-b0e3-b0830043c3ed
1878,2020-10-17,5,49f767da-4064-4a84-978f-b652ddf573ea
2523,2020-12-02,2,651b1689-3681-448f-b94b-399c9bf1e169
2227,2020-06-20,5,8756dc9a-536f-4cf0-a62b-db98785f6a96
2267,2020-02-26,3,c0afe10f-8383-475b-ac75-0a95f0ad6cf5
4806,2020-10-27,1,7a52229d-4d18-4a98-b7c9-afc71750b685
2422,2020-11-11,2,d91b879d-957b-4796-950f-5bb6b789055a
1164,2020-03-30,0,ab237e78-f5f5-4178-b166-d730ee37531c
3096,2020-06-23,1,dc5864f8-1586-40fa-a379-adfd65e2bb31
1821,2020-05-21,3,eddb03bf-59dc-4b9d-b228-0b5326f72bf0
2298,2020-06-10,2,4e526297-18ad-44e2-b09b-3ee4a368d061
4515,2020-10-05,0,d434079b-0a28-4154-bbfd-cf6457db3fc0
3079,2020-10-03,5,caca99c6-ff06-4a01-aaca-819bad1dc6eb
3352,2020-06-13,5,3ab63f5d-e9d8-4930-9a87-b205af5e6569
1545,2020-10-17,5,78e70eb9-c9f7-4bda-9c22-d8fc2ce38e95
2999,2020-03-08,6,a6a253a1-c343-4a9e-970a-094b29d01871
1230,2020-11-19,3,aba566aa-77f2-4580-b7d4-2194d93e00a3
2578,2020-01-25,6,050dceb2-1860-4047-a9de-619e08460fe2
4611,2020-08-27,3,e47bf544-edf9-411d-84e6-409fd9e8b204
3575,2020-01-24,5,6b6174d5-29a9-40ba-a8db-9477cf1140a9
2517,2020-09-29,1,126a0a7a-bcc2-44b9-aa5c-9c2ee8865ec4
2471,2020-03-19,3,851dccdc-5222-4ab6-8a5d-8e684ba7abcb
2560,2020-06-19,4,ae6272e9-b256-4ea9-bddf-3ec4d27dc4e9
4492,2020-06-14,6,1594214d-86b6-4f66-ad02-6cec6685b712
1217,2020-02-18,2,76798008-71dd-46f3-94e1-69323dc2f11b
2950,2020-10-10,5,fec43e49-49b3-47ce-a1cd-384452436ee7
4337,2020-10-26,0,452572fa-6654-4f27-aca9-f3b0251b7241
2599,2020-01-27,1,69b4ac80-f6f3-43af-9f5b-5cd0ebd2721a
2924,2020-11-19,3,55c4ccd1-ccb6-42bd-b5ff-03ba708c6a7d
3734,2020-05-09,5,60114c09-5e3e-4717-9ed5-37d5aaef92c5
3985,2020-07-24,4,c2041d4b-c5f1-4953-848c-d90e0cb4c300
1823,2020-11-11,2,5ac52a60-38dc-4d6c-b67f-cffd6aef68a6
1722,2020-08-27,3,fcd876a4-baf3-45f9-b705-ad56fb1f0425
3818,2020-03-29,6,6f2e7b09-ace1-4ce0-978b-ba3eabe625c7
4924,2020-11-06,4,8ae91d5c-6be5-4278-8c0c-701b31e1d803
3194,2020-03-05,3,5b552e28-6ef7-46df-8957-cde946ddd955
2156,2020-07-08,2,8c887a00-8bf1-42c1-9553-400b85ca886e
3182,2020-05-05,1,89c50d0e-d52f-4891-ac40-fff7ca264e04
2902,2020-08-16,6,fc0314bb-3067-4f6b-9b03-cc89cd32472e
3450,2020-12-24,3,11d7aad0-6734-4582-9ce1-303d80c63417
4262,2020-11-09,0,5e732fe9-a16c-4758-9375-f2970156014c
1276,2020-08-28,4,6c1c55c8-8e25-4d66-a485-d08ee127c405
2184,2020-01-23,4,2b6fe4ba-ea13-45fc-9dc1-4aff136468c7
1670,2020-06-30,1,9f87d5e4-3039-4373-a998-6c3efe2f2152
1198,2020-01-31,5,ad59f2f2-dd3c-44fe-ad69-2f6b6a7dfdec
1858,2020-01-25,6,8e3579d0-6534-4d00-afe8-b9ed7f5d491e
1404,2020-01-16,4,ad7f02a2-4141-4b65-99fa-7b99ff8199d5
2899,2020-09-11,4,50cd3f8b-8fcb-4d9d-b2e5-0d7f10b6a34f
2057,2020-11-13,4,a418c418-0d7e-4d1b-a4cb-86a4b6ef56ac
2799,2020-02-27,4,c66ad0b2-a4a7-4689-856b-144e8b181d45
4913,2020-01-08,3,bd894537-db4f-48a9-be05-f797b7bd76fb
2413,2020-06-26,4,c91a3b20-3cdb-4365-b09f-b7daf0d09f07
4819,2020-09-20,6,2a59e1f0-3256-4c43-8ab8-9c1aaf9c56ae
3014,2020-07-15,2,4bcaeb8d-8ae6-4b26-8854-aaa225ccf1c0
1419,2020-07-04,5,ca80dd02-f30c-435e-8bbe-96081dbafbce
2589,2020-04-29,2,6e8ede01-f86e-471f-9095-7aba7cae4737
3648,2020-02-06,4,ec7ef285-617b-4c75-8d38-8a0d92b2320e
1349,2020-12-13,6,97653393-74fd-4772-b7c9-3f07b83d4698
2706,2020-03-10,1,5e88c2ce-c739-44c4-9f18-4530c64aafd2
1144,2020-01-16,4,a4af8498-552b-4750-a258-cbec1741c742
1275,2020-07-05,6,00bb16bf-8045-4b92-b312-5f135fb970f2
1851,2020-11-07,5,24257083-043a-4937-9e2b-f9052d7bdd49
2305,2020-09-28,0,2616c609-b4e7-4449-a424-82252e7df28f
1905,2020-10-18,6,4febcff1-ca65-4b4b-b3c2-b3bf79e2a2cb
3732,2020-06-12,4,52c02787-2646-4c6b-a6e5-56c620b775dd
2724,2020-04-30,3,59dbf044-eb6f-4067-94ce-071e40691a3f
3245,2020-03-19,3,3243ba82-8c40-4f7b-9da1-d430a92d550a
2005,2020-04-20,0,1f41b350-0b07-432e-96c0-709d1110ae67
4643,2020-10-08,3,16c3cb64-e96c-4f2b-99a1-489c3208b707
2538,2020-07-27,0,4da06809-4518-40f9-989f-db992e8e8d9b
1173,2020-07-02,3,624890dd-553d-4548-b15d-fc9b9befa67b
1703,2020-02-15,6,ef20f227-09c1-49af-8022-701d54bd31b6
3347,2020-01-24,5,db229bd2-bee0-4171-aae2-257e98b48c18
1561,2020-07-25,5,c227a785-6cfb-476d-9331-23949c78fa2c
1632,2020-08-27,3,be914549-7096-4162-aa21-f0224c942b58
2995,2020-02-18,2,7b6097b7-72ca-4400-9767-92004ebf5d64
1318,2020-09-26,5,eb02bf9f-3e1a-40e9-82f1-6dfc1b310d86
1133,2020-02-26,3,81e3b23a-f890-4d4e-b987-2b10c8573568
2357,2020-03-08,6,7bb49cb6-f0dd-4194-b836-8b0c920c764a
4007,2020-03-13,4,3d8ed78d-d3ba-4d25-8888-b242e34f905d
2383,2020-02-01,6,adfacd4d-1cb1-47e3-8228-0d713999bc8d
3128,2020-08-30,6,5330bea9-fc6e-449a-ac0f-c6b0b0511951
1372,2020-04-25,5,87f43f72-871e-4533-ac76-2a4f78d9ad36
1839,2020-08-16,6,67db9c47-568e-48b6-9aed-261b2d8167d5
3567,2020-02-17,1,80061c3d-4017-48af-b91e-1c802d0148c5
3573,2020-03-04,2,10b792f4-94d1-4f9e-b5a2-b96768029c89
3765,2020-12-06,6,a98f7d4a-6c79-4a5f-b8cb-ff5588c2341a
2875,2020-12-03,3,98136368-ebb9-46d1-83c4-ae811467b4a2
3737,2020-11-21,5,8f3eb35f-49b2-4151-a033-0c32922a4f3a
3535,2020-02-28,5,31d965df-4ad3-4fe5-bacb-54610eeebb5f
4288,2020-11-13,4,f57eb95f-fed9-4c1f-8ca7-c6fc6b735aa9
1334,2020-07-03,4,cc956b09-67d0-4f8f-8223-1606ab9fc5a5
2046,2020-02-28,5,4fed5798-7f88-4b9f-ace5-3ca6e6f87d40
1922,2020-07-10,4,0f996b17-cb81-4327-a43d-1f0a22c22135
2184,2020-09-19,5,5071f58c-c13c-418e-acc5-6af3d30b050a
2632,2020-09-23,2,d1862b8f-29e9-4829-99b8-5bc7f9cd24e1
2108,2020-01-10,5,f9e12e2e-cb0f-483a-a013-dd2decb8e4fa
2547,2020-11-24,1,e9e5cfa1-ed25-4c7e-915e-4818a4f1ff1c
4720,2020-12-02,2,2e0d7157-5646-42ae-a9d8-e705b6da5288
4008,2020-05-19,1,cac8e380-b6ea-4a40-b380-39173410bb0c
1438,2020-11-28,5,eff412eb-9d5b-4e52-91fd-9c9c9485eaec
3027,2020-09-14,0,65f01b9c-c400-49fd-8d32-e49b47186ae8
1342,2020-07-01,2,6d388497-6e6a-4c07-8e57-a66983bcc942
4952,2020-08-26,2,7edb9a9b-3120-4d01-99cd-df2e27f7bcd5
1218,2020-08-20,3,ce11a70e-7e35-482b-b950-de775a761d22
4804,2020-11-19,3,8b9ae6f5-e8d9-4de6-add7-1fbcbf813f71
3319,2020-11-17,1,5dd9690f-4259-4569-93be-c3ee3d76e2de
2459,2020-09-22,1,048dd75e-6ca7-45a8-b422-e8143883ccca
1123,2020-01-31,5,83ad3ad7-fd55-47de-8ece-0add799f1fc4
1827,2020-01-07,2,8bc03fbc-b177-4c0f-aa76-5c2005ba0793
4769,2020-09-20,6,fcc0a7ad-f69d-4600-9be6-57018a3630a1
3769,2020-02-27,4,642bfae0-d53d-4507-a160-40b9930582bd
4713,2020-01-28,2,f476d4c9-5eb5-4f11-88d8-8b2b55b83dc6
1741,2020-12-20,6,88c14fea-d915-471d-88bb-31f020521631
4238,2020-12-12,5,476731d7-86ed-4482-b541-3a7aec68b096
4051,2020-01-28,2,64fbcef2-9315-4d21-b2ce-310bfdfe6c2e
4960,2020-08-19,2,acb34bd6-ab42-4faa-a525-26acf42c6ada
4602,2020-08-26,2,08118cdb-427d-4ed6-b218-63f1ff78d0e2
3549,2020-12-02,2,81ad777e-3c16-4e08-9f66-a4cd20dafd7d
2746,2020-05-29,4,9bb90107-b6a0-4649-9889-01e95db2dcd3
2444,2020-06-17,2,6750d21c-165e-40c9-b409-a640e6bf8b41
3196,2020-04-11,5,abfe5b7a-ef26-4143-9e51-725870affa0d
4672,2020-05-11,0,800af404-3ea9-492f-9acc-6857bc5bb193
3308,2020-08-03,0,56d1d170-7782-4ea4-af1b-16feef5d3ec0
3328,2020-08-16,6,6b6fa235-4f31-4775-ac97-695d461607d6
4923,2020-09-23,2,16352f69-cec8-4cd2-bcfe-ca28633b315b
2981,2020-11-05,3,ebb17ccd-a9cd-49c9-8b53-de5aa6b612c6
3615,2020-02-09,0,bcb95fd1-3238-4914-92e6-594299662b14
1620,2020-03-22,6,9d43a043-379f-4301-990d-92daa013793e
2583,2020-02-15,6,eb156716-44cf-4077-9add-cb4fb50a1398
1362,2020-06-10,2,1870d89a-0a49-480a-8305-ea06db250580
2462,2020-08-01,5,935b2c38-904a-46ba-8a3d-f935085a0747
3198,2020-06-23,1,34267e81-3b2d-4263-a53e-63a4c826f581
3296,2020-05-22,4,d5a39a48-79e4-4519-9eb8-677e6ebafa65
3447,2020-03-09,0,bd3b4a7c-c324-4f32-9e04-e816ad799f98
4001,2020-03-30,0,d2b2c82e-eaa5-478d-acae-aace95887749
2082,2020-06-21,6,f5461be1-1dd1-4ef9-b8da-d39fc8bad7d7
1679,2020-08-12,2,8240706e-022a-44b2-b540-8611777716eb
3605,2020-05-04,0,04732ac7-4473-435f-a36a-beff1c7177e9
3762,2020-04-01,2,09364c7f-4936-4742-83f9-77df7ba6db59
2375,2020-03-09,0,ff9d2a16-4dbe-4c96-8737-f0acd46562ca
1617,2020-03-30,0,4c330534-b3bc-4256-9c1f-646f736b0ff4
3399,2020-09-04,4,1844541c-abee-4afc-910e-4c03bf159362
1570,2020-03-15,6,3c219e0c-db62-4fd9-86a8-0e611509024c
1583,2020-03-24,1,b4712b6d-2369-449f-8b6b-7f2169463f9c
3348,2020-05-12,1,7ba32a11-1ba3-49d1-b535-4843526b3db9
1427,2020-10-01,3,0a9565b1-1100-43e5-866b-7e85c1f9eaa3
3041,2020-08-27,3,21c9a753-1af5-4e66-bc9f-5047c6a43af5
1661,2020-08-11,1,9ecc90ce-6c14-404a-bf94-efad3c2a3c33
1076,2020-12-06,6,239a7e20-dfd9-4576-ae37-1ae3f604e896
3545,2020-09-29,1,e22ed75f-e1b7-4031-bcce-b61a4f6ff7d5
3593,2020-10-09,4,0f3023ba-1668-4204-b620-8cd6528f98e9
3891,2020-02-16,0,8f131f01-6c4c-482d-8a8c-3b9312b47112
2115,2020-11-18,2,43bbe5c8-38a8-47df-ae03-1dd99bee1832
2480,2020-03-26,3,07da615f-5be8-445c-927f-b08cab3e57bf
1532,2020-06-20,5,d01f49c5-6701-4dd5-b457-63f65667d214
2530,2020-06-13,5,be0351f8-a974-44e2-9ea9-af7273eb5bc2
1803,2020-12-05,5,a5003307-06a3-401d-9815-aef88cbf2468
2604,2020-09-20,6,46725ca4-8163-407e-944c-b605432fc6e3
3595,2020-03-21,5,c649c822-70c7-4fee-ba52-7fa1cdc876a6
1442,2020-03-30,0,6116897c-4bb9-4378-acc5-30cbdc0fc1f3
1515,2020-09-11,4,16531276-ecc4-4b78-b4cf-5204fd9b99ef
2899,2020-11-24,1,a313e22e-007e-45e8-a74f-1089a95f3c69
1845,2020-07-08,2,7a1c7723-fc33-4f9c-b7c9-ea2633086200
4334,2020-04-28,1,c4498606-5e5e-4fe5-bc81-410b27ee5257
3885,2020-04-13,0,fcc6aee7-ac0b-464f-964f-33a23f035da7
1474,2020-02-06,4,ffa017e2-844f-4f1c-b93d-2af6816f0428
4783,2020-02-21,5,0fc6088c-0567-4f97-a60f-6b97486c1bfd
1379,2020-06-02,1,8a436bf7-9626-4450-8cef-9f443eea30c7
4217,2020-06-17,2,7013bd9c-8188-4bb3-b284-3709489ae042
4281,2020-09-14,0,40c2d465-f385-418c-ad89-afd48cff11b9
2690,2020-01-05,0,1b64b1fb-be28-4b2e-8aac-3887626556ea
2543,2020-05-23,5,642cb68d-3807-4d5c-9d10-6ca9b1134f04
2300,2020-04-28,1,743bea55-0c37-478a-91b0-1732795a40d3
4302,2020-05-04,0,e351f7fb-2951-4dcc-ab95-a50123267497
1930,2020-11-15,6,7dc9f833-027e-4b35-b756-bb1e3f350288
2834,2020-02-12,3,8c071e55-7874-427f-8708-86a7b1740618
2307,2020-05-26,1,9d299d0b-b403-42ec-af75-16db0c1debd2
3894,2020-01-25,6,ea83f62e-5881-43d1-af0e-ef88d72c9289
1467,2020-08-20,3,49daa07b-c236-4813-aa98-21c1dfbe8f40
3952,2020-10-30,4,d771095a-9d72-4de6-99cb-bedd8865ec44
3016,2020-01-12,0,1f6e5dcf-4495-4b27-866b-3b5a9396c5da
2118,2020-07-18,5,bb13f749-f735-4a5b-8346-74f5c2ac8258
1940,2020-02-14,5,4636a94d-f229-402e-b046-31b73b4ceb44
1430,2020-04-09,3,37daf9fc-4bca-4140-9187-d1db044a46c9
2738,2020-11-04,2,2570eedc-9340-4110-9043-d343dd0f8671
1565,2020-11-30,0,665ecc87-09b7-46f5-834b-3fdcf21a32e9
4755,2020-12-27,6,d19cce80-59c5-4089-b5b8-c8c8d723b131
1410,2020-08-11,1,e996fc53-8a9e-4b7f-81e6-0d4b25885517
3829,2020-02-08,6,0de9d8a0-597b-40db-8d74-e5b9c0f2d6d5
3086,2020-04-04,5,acce1b7a-707c-4931-937f-100917acb06b
4780,2020-09-06,6,4622eeb3-7f75-4397-8fb1-327c764f5cd1
4085,2020-09-29,1,b80f6314-7a52-48cb-8e48-bc874dae3a63
3236,2020-01-26,0,0b0e129e-7ff5-4777-a3c8-458ff8138d3a
2040,2020-05-31,6,c5b6338e-6e04-44ca-841d-8a77e290b503
2370,2020-04-02,3,3d72fe73-6db7-4ed4-a21b-41017da93d36
4249,2020-02-27,4,600750aa-1c59-4b3a-a146-27ce00fcce1d
2836,2020-08-14,4,91f506d7-c4f4-4d16-ad07-836bc35eac6e
1220,2020-01-01,3,90b8e19b-0464-45ce-a3b7-d3e81adf5427
3520,2020-02-01,6,92d2e247-7d64-4563-a321-d5ba1fd40e95
2566,2020-01-31,5,e0276bde-36b4-467a-9223-009750970ef1
2655,2020-05-01,4,0e5ef72e-3baf-49c5-846a-6f2546c731c9
4147,2020-04-18,5,7790a080-dfcf-435e-bbdb-e9067f627924
3364,2020-08-30,6,c6c1b286-e09e-49f8-84fb-9685bb38db34
2370,2020-01-14,2,e7f20900-afd3-45c0-9d11-934f8a2f9664
3809,2020-08-02,6,3e9af899-c3ed-42b0-9480-6f3c78de8560
3744,2020-06-11,3,e52a454d-34e2-4461-b1af-1e26fb769d1e
1588,2020-01-19,0,57c553f3-c8b5-4d66-84c3-1f7eaf65218b
4304,2020-01-02,4,899eb545-26c4-4021-b1c3-189e90131cdd
2240,2020-09-20,6,f1756798-e080-41ee-997a-169a49829b35
3175,2020-05-06,2,218dbba5-56e2-48be-9132-20bf6cedfa15
1231,2020-10-27,1,a4b7a618-c5ec-4b53-8afc-342c8a59bd26
3599,2020-11-06,4,1a20fae7-2833-479c-ae5f-f50e05da5f1d
3738,2020-01-04,6,130fcc25-093c-4a70-80be-a98074ca866b
1593,2020-08-08,5,2af4f17a-5393-4819-9850-3bf870a4c931
1319,2020-10-01,3,84a4053f-3307-4106-8e9b-b0aacfdeb7eb
2105,2020-01-21,2,cba52e08-f9ff-454c-af28-d8c92f7b0715
2056,2020-03-07,5,fec2c184-ad8a-4f35-98b7-924958bc14d0
3139,2020-04-21,1,f203e21d-6018-424a-aa39-f401ff2e172e
1098,2020-01-19,0,b93342aa-1e02-46b0-aedc-efcd656bf75e
2601,2020-10-22,3,ce2b4394-636c-40dc-aac4-c2ba21cc9760
2694,2020-06-19,4,3c0cfafa-0a17-4340-8b72-95baa572555b
4524,2020-12-26,5,b7a2fcf9-94ab-46ca-92fb-5fa13e134e07
1165,2020-04-13,0,f4c5d003-3f43-46c8-8a9e-76f8a734a77b
3705,2020-07-09,3,d6a77217-0c28-4899-a798-a7ffe0e364c8
1634,2020-05-28,3,1b32390e-0138-485b-bf45-8216427aa12e
2030,2020-04-09,3,8a41d299-e4f1-47b0-b8c6-a45d0af0f820
4989,2020-06-19,4,410d3c17-b908-4a2e-b95f-55c4ee76cd40
1715,2020-04-07,1,8633789e-8d42-4fae-b4b8-e9e9534ac543
4552,2020-08-13,3,08c09a80-cb1a-49d3-9685-380393dbe803
1303,2020-03-29,6,05331a10-4ac5-47e3-a67b-36d8642dcebc
1430,2020-09-02,2,1f23130b-17fd-4f15-81a2-ebeb3f091c95
4559,2020-12-05,5,c414d694-14a0-4863-9895-65dbf62b3697
3848,2020-11-18,2,5554bafb-6287-45f4-8cb9-ad10b94ff704
2162,2020-06-19,4,b61eee19-51be-4423-8def-d417c64269ad
3719,2020-12-17,3,4a28276f-8687-4a7a-9d03-767a9dba73f7
3153,2020-04-28,1,472c4da9-4f51-436a-8281-3b551f699516
4462,2020-02-04,2,8fcd32c2-3b5d-41d6-bed1-ce5bbea1f594
2420,2020-09-27,6,f1147b0c-f602-4ec8-a76d-9be95c2fe663
3971,2020-06-17,2,1aa351a0-58bb-4357-b143-31f36e847d81
1611,2020-02-26,3,e6bb3853-7e01-4adf-84b0-fc7c8ead48c0
1225,2020-02-26,3,94361428-4d1f-425d-8543-01632de9ea8c
1554,2020-05-21,3,fe070e9e-361f-4d0b-90d2-9fa6721f0e3d
4624,2020-11-27,4,f4495ece-8348-45ad-b50d-a1db5a2b1241
3337,2020-10-06,1,16b8f3dd-9abb-4fba-8018-2753486d1ddd
2265,2020-09-25,4,97479189-f1b8-4107-bae7-e9676592edbe
4999,2020-01-24,5,a2d19a4f-07c7-4b23-b54d-cb7caec4fef1
4102,2020-03-11,2,6cb9e3f7-3945-4af6-a9d8-7ec5c8235548
3853,2020-04-07,1,a699cfa0-86b6-44dd-a670-8457d9807467
2265,2020-06-13,5,e131bea2-35dc-4178-8257-86dd6cd86505
2452,2020-11-08,6,e063aa0f-2845-438d-b648-d2c385ca79c2
2829,2020-12-19,5,7fa21d1c-c6af-4af6-8cc3-eac858fb114c
3926,2020-08-20,3,7f8d2ecb-1964-45bc-865f-7e7f004697ea
3960,2020-10-21,2,f91651d9-1240-4bb6-9efc-330942f96992
3980,2020-09-16,2,7374861c-f07c-4c5c-8267-3ae92d4a6449
1116,2020-01-29,3,07ac3502-e317-4567-8d46-d3d770490d3a
2663,2020-10-21,2,f6b906bb-f845-470a-93c4-ae24b3651571
2164,2020-11-24,1,0942395c-f29a-4555-bef9-721d2143aeb1
3950,2020-12-05,5,03f4ed35-5344-4757-9d80-932bc32598c5
1252,2020-04-13,0,4da73b60-a93c-4142-8817-e0cbad7dcc87
4804,2020-12-27,6,bdc3e26f-38e4-45ad-afc1-6fd68482b9d2
4041,2020-07-09,3,3c95ed1b-ac66-4042-8e92-4791b76aadc3
1894,2020-04-08,2,c1d8ef8a-d469-46e4-83dd-6a12b30219ed
4977,2020-08-20,3,93586ad4-d87f-4a9e-b171-723175e3c616
2171,2020-03-09,0,038cb3c8-3410-4e78-a173-0acda85e65da
3417,2020-12-15,1,2f6c88e5-91c1-4fc5-b0be-3ec96630e27b
