purchase_id,category
8ee4b611-99cb-481d-81b0-b9a38893f954,tropical fruit
5a911731-5d3b-40a3-91cd-6b4c6c0fbe6f,spices
8a5c5cf3-e816-460e-b2e1-cab561e5329a,sausage
c237f683-9e0b-424c-83f1-3ed7fecf4a4c,sausage
0e823f3b-d91d-47f8-87ec-e04914df02e1,beef
a9fd1faf-9714-4eb7-a4ca-495fb8e5c51a,canned beer
4fbc41de-0b0d-422c-92ad-e050b7897896,canned beer
64d693d0-c3a8-426a-8591-6f8fc21a2b54,rolls/buns
0e016b6d-370b-40f5-b80a-30c111073f70,whole milk
d90d77b2-d293-47d0-a540-2441225e3793,root vegetables
eff67387-3464-4552-83b6-77fbd47965ea,yogurt
64afa0ad-722d-4aea-9999-fa3a8aa41ceb,onions
4c012a51-34a1-43f1-80d6-1f90a18096e3,hamburger meat
23d12a1d-fa51-4ad8-bfb5-26f8df49a3c2,napkins
1b488b25-e352-4588-9013-2f6b456daff7,other vegetables
5d65561c-0c39-4e50-8e6d-3cfde5ece7f3,chicken
e18ec9b5-8925-4e17-b4f6-de013e484eda,meat
c153367a-ba7a-48b7-827d-3cfc8f4c4408,rolls/buns
d52bedc0-9319-43e3-b597-cd99711d27f7,butter
429677f6-f59d-4551-97d5-f1355cb1b167,sausage
25808836-8875-4e83-ba29-ba9f2ae5ff49,rolls/buns
4403a355-3204-47f2-acdf-26cd87337bd3,other vegetables
ad79887b-bb76-4234-9387-15590a485ab3,frankfurter
48b82f88-1921-461a-8aef-2c6182fc6d85,newspapers
7c12f233-f7ac-4183-b1be-5bcc53d54caa,turkey
40ac8fac-1bc8-4280-9780-e35b5ea89a41,onions
28122476-e461-4413-8f89-c1b4b98cb8c8,whole milk
b04ed163-dd6c-4bf0-9aea-12a4e3312161,yogurt
5990a4b1-1732-4328-b7fe-6973a7a9651e,whipped/sour cream
3dda8401-4085-4d44-95cf-5d7889cf1b20,frozen vegetables
19119292-d501-4fbb-9178-a5cd524509e7,citrus fruit
e1e3fe6a-e965-45ae-9270-1e7a19064423,onions
712a7ed2-52e3-442a-a4e4-100ba8c96575,sausage
d62be07a-c4a4-4402-b180-83d5cd9837ab,other vegetables
9b3acc1c-36b4-4e74-a1c9-14bd348188d6,frankfurter
0f9fde1d-1d0b-4bc4-90c1-572df5a6e2a2,domestic eggs
dda6dfaf-d0fe-49ff-b775-27b4eb4d71eb,rolls/buns
f8a2d19c-f941-4704-b7dc-9f8529a52310,bottled beer
ded27cfb-abb1-47d5-84d8-a98a944345b6,waffles
9cf84648-5bc8-4467-ba55-acc8d4e31554,condensed milk
e598c26d-fed1-41fc-bb68-b8dc54aa7918,canned beer
fd190220-739c-454e-b64b-2a52a25a4958,meat
f2f1ce18-e66a-49cc-a0b4-2371a1db561a,whole milk
75510d6d-2df0-4ccf-9a16-456201dca8c0,liver loaf
2cd45d4f-b715-4171-ad38-c9d62a8a61a1,frankfurter
51b33090-e10f-46db-bd64-93a601a05bf0,chicken
ee26af9c-af84-4154-891a-f0450610cb62,frankfurter
25d908cf-084f-42bb-8a34-abf55fe5fc9b,pip fruit
2eb5d737-9336-4a9f-b343-2980c3c908ef,root vegetables
ac1f1332-72aa-47be-97f8-8a9f421c8e3a,pip fruit
b71e2aee-8d47-4175-ab5e-21d492026830,pork
fd9b3baa-c55c-4684-acf7-796ffaaa9735,other vegetables
fe36bb6a-a365-460b-b7d8-6f01f3ff3015,pastry
fb236480-f74c-4716-97f7-992686e8e9b3,sausage
df8f266f-02db-476a-ab18-0ac385c2badb,processed cheese
a55ded8e-a5e3-4655-bbac-6dba0ab721b3,napkins
80f45f1e-b34c-4a77-9d80-d91028244ecf,meat
d9dec02d-f195-40e1-a3f1-c53a86f7ec65,pastry
db6d5686-04f1-46f7-8c31-3887125263d5,sausage
39d756e0-8f4e-4c63-9526-4090ae7640d5,pip fruit
629d8eb0-9efc-4ec6-80d1-3d728617a0d8,frozen vegetables
8c29c91e-a027-420b-ba9a-c4160d791626,citrus fruit
3f8ff3b0-272e-45e8-bbf0-c8c3b9f3e618,other vegetables
20ed7aca-796a-4d25-b032-879bab385c1a,frankfurter
9be0ce81-fedf-4a9a-be8f-8d22a83d9ec5,sausage
e3afb6f0-e432-4a62-b11c-e1dec1adb1af,beef
c7ef57eb-eb7c-4ef8-9362-f1f0a480c27e,hamburger meat
acf872db-b3fe-4643-84d7-f32d1b1d4ee0,yogurt
76aee047-7d61-406c-b760-765d45f61d5d,beverages
49aca106-b943-4c14-85f0-435ad33197e6,whole milk
6753044a-c7cb-432c-936d-23223bfd1bce,rolls/buns
c316be3f-ef85-4475-a86f-b2a77a01cc4e,tropical fruit
b67a15bf-074e-413f-a9cf-380b30446d1a,citrus fruit
5714eee4-54f0-4bf9-b9bb-592417cb1e1f,whole milk
ffed6684-f02c-49af-9f21-a856ff570d9d,citrus fruit
3fdb479e-47d3-48ed-adcb-d8d8c4b2833d,soda
5541b785-6783-4e9f-86a8-782439decc21,frankfurter
7cdafd24-0798-4039-9391-9081185b0203,sausage
482c0251-72ab-4850-bc55-44390d22e14d,napkins
e603d682-b60a-4eeb-be64-4dd23a2108ab,yogurt
a2eb341d-0ac7-405e-8f28-064ff9076f10,herbs
8b123311-e3b6-4719-898b-79f643e7fd01,sausage
801a08ca-fc96-4e46-ba2f-d5362445045a,yogurt
2734cad8-b3b1-41ac-9c15-8c05c3eac6dd,pork
c8515065-4e57-4893-a132-4f727d74bd57,curd
6cdb0f1f-b23a-4d7d-82f4-450fa890eb66,frankfurter
af0f4dea-e2cc-4df1-bfd9-8276615c5cdf,frankfurter
a864e2a5-bab0-43bd-a67b-ef421eed9391,curd
777bd57a-aaac-41c7-a2d0-d1cc52d45fe9,liver loaf
f5579f5c-dd1a-412a-aba0-73f163befb17,pork
8a0ea3c3-5c44-4803-b971-227771141977,specialty bar
8a3dd140-df81-4fe6-80c8-5a351bf885d5,ice cream
a7036523-0f78-4476-919c-30b866b151dd,specialty bar
456ff9e8-a86b-40ab-a087-1363fbf32def,yogurt
3713ce72-4379-41a5-b01e-21fd2189b9e8,frozen vegetables
da5f3d6f-74a2-43d4-b50a-0b2af38a4c30,rolls/buns
48ae6fa3-b447-45ff-b2ee-331bfd86fbff,pastry
d3dff70d-a140-43d9-839b-d018be0278a3,pork
d5deb302-6315-4f63-a64c-e02bb8dbf644,curd
34461ce8-24cd-45d7-b2ac-8fdb8c9f14b5,beef
34742598-be7f-4e2e-91e7-da6e2a9c4ee1,yogurt
c32b36b8-02e5-433c-8ecf-4268c6c13a44,chicken
f6859ba5-ae21-4b87-a130-63ad6229ddef,detergent
8a61ad54-8c00-44d3-8a3e-657a4d705a50,pip fruit
755078cc-462c-4e9d-b24c-d78495986c64,coffee
d7b30475-44bf-4054-87ca-226bbc7934c0,tropical fruit
3774b1c8-4feb-4041-89d7-d8e073120e71,sauces
d2ae130f-fa3f-49a0-9bf9-ddd5413a6357,pork
755ad995-8f81-4d83-8961-659e40247a2e,yogurt
6ce32ec8-c7b3-4669-9c6e-849b2290ee82,napkins
1a006bc6-137e-49ac-a65d-f2044f08b0e5,other vegetables
817b75ef-4065-4db8-bf6e-54fef5c8218d,chicken
326b39a5-c766-4c95-917d-7d6c25d9a5ef,pork
16e2b16e-5009-4beb-a90c-f33df2ffa5cc,root vegetables
90fe6197-6e89-480d-a997-e0121c4e23d8,ham
1bf28be8-2f69-40c7-930a-2f60deed7a08,whole milk
c24761cd-605c-4e83-9900-ee615ca1f0df,soda
5864d1d0-d795-4f79-8372-84b6d94d20e9,rolls/buns
68a708b9-e98d-4e0e-ac4b-d5990fbbda34,tropical fruit
209086b4-f22f-4f77-90ca-24744aa73a09,tropical fruit
e007df51-2bad-4739-8ba4-d867d851ab9c,sausage
6ee8698d-2ed0-4ed8-bc55-351b4098ee97,bottled beer
9ec56b42-77cd-4e47-a3c3-a2f3abcd37b9,turkey
1d5bcbaf-280d-49d8-8f0b-1b19183b24e5,meat
5944d562-d80e-4885-b524-9d4125cf17ab,whole milk
e3ebb999-d934-4b45-94f9-339c9d92b2a4,soda
7086441f-95e0-449c-b9b8-767db629e579,rolls/buns
e01b17dc-fa72-4160-afe7-1c83dc009752,dessert
b8152391-9ec4-4bfa-b2c4-97cfa01e52f7,sausage
2c8fa7dd-f1d6-4051-9b05-dfb9fc600014,pork
5e59cd7c-6b16-41e0-b6a3-b8a418181ee2,hamburger meat
4acfcacf-75f6-4b95-857b-7f3e19c706e0,sausage
c07e3cfb-297c-43c1-9543-8b5545965177,rolls/buns
0551e9c2-0453-482a-b601-b95c08c3fbec,misc. beverages
eabfb55e-db2e-41e9-8db2-2a0764ec6a87,pastry
57ce99f5-bb78-4309-bedd-2211693cacbc,soda
829d29e6-e948-4bde-8c48-6408858c314f,whole milk
432c0b05-a49e-4f97-87ed-a0878e14be91,domestic eggs
ea977b33-83c1-4874-a5cd-37c732cdc421,soda
7e0d8a23-689f-4feb-8411-31c444165db9,pip fruit
d4d0e088-1ec4-4f0f-80bf-b5debb52e7e7,yogurt
6fb954de-7305-44e1-a82c-126212e253d2,frankfurter
caf7500f-6281-4580-901b-a65a99ebb872,specialty chocolate
39b8fa0c-6dfe-4d96-b4f7-d987d3f59f88,sausage
d707e1cf-2652-4df5-ae4d-325bbbf037a1,oil
60433f1e-a044-48b6-b92b-6f55f030cf6d,tropical fruit
11874005-a8d8-4290-8757-82cb2d8e6b37,citrus fruit
9c5e0a0d-5642-4d62-b2ca-85b97c04260e,napkins
f9b3bb33-2888-447f-8446-b21687bea3f2,whole milk
60c41cc7-e63b-45f2-9389-d4e47c31fc59,coffee
9bed9f48-164f-4a9c-a18d-b6d733c5a309,tropical fruit
7911b597-d24c-4aa9-b14c-e1c319592753,canned beer
f95b40f1-52ee-469e-8474-2679c2febaa5,bottled beer
eba7b467-ba28-4a47-8ba3-139935ffd219,canned beer
63902b74-7404-4420-97e8-b75a4c6d6956,rum
b6723b51-157d-469b-bf27-ae2b427b4458,rolls/buns
fe5824b3-049b-44f1-9d63-fdfc1375b28b,pastry
d69bc6a9-38ef-45c9-abf9-a5b03def7c88,whole milk
907926a9-8150-4078-bf11-62f261e6286e,grapes
e6636a4f-c0c1-472c-a1b0-33abad815002,whole milk
4c176f01-2de9-4f06-ac00-6667a881b778,yogurt
27965ce7-265d-4751-bb61-886b6296af76,root vegetables
1c8ba649-1c0d-4f7c-bb19-fe336e2698af,pastry
3aa7850c-3563-48d3-8350-db7026fad925,canned beer
cdbf64d0-0e75-44c2-9aa0-5dcfada476ea,sausage
05c726c9-434e-43f0-863f-8cff9c187106,tropical fruit
f34c6e15-b508-4113-8950-e5760c912726,frankfurter
a1986624-d6f4-43c8-96b1-b6fa28443a30,rolls/buns
62915bb7-cfbe-40c4-ba5b-96f39899412a,frankfurter
9a8fcefc-31a5-489b-a3c3-d72e5c904625,sausage
ee5e2f47-5c25-4b4f-a781-b8d38a989858,whole milk
448b3f0a-a636-49c8-930f-0c4c08199080,whole milk
ba5281ba-3149-4134-a7dd-705cbc21c5d7,whole milk
7e228e7a-93e3-45a6-b8d9-7c65f8262a7e,ham
9450e257-1394-4eb3-b5d4-cbf0f14024a4,whole milk
41f9f371-44d7-4a51-9503-270b14d84491,beef
e9f58f63-2ec5-43ea-bc16-bc993b080b0d,domestic eggs
1c4e0de1-b304-4b30-ba2a-324ab583da20,soda
25babce9-f183-4f7d-8f5c-b2f2b4599fd1,whole milk
209c8acf-7f2f-4926-8f13-106dd5566d6b,ham
e548f05a-0e7b-434a-8a38-cfc643b8448b,curd
9e962b3a-de32-4ba9-b8ed-7c12c5f4da33,bottled water
e7f6ad1d-72d8-4b37-bd38-dab2c32c3f5f,butter milk
b694e893-22a8-4080-bc61-f502fd193f9b,pork
e91f8b2a-abcf-468f-bb93-8e60e2376a28,pork
daa99a02-730a-4302-b777-90b3e6d0ee61,turkey
d05f3fbf-0f14-410d-a500-c574ece25d60,cream cheese 
418720cf-e3b5-4de5-b203-3dbf69544b26,tropical fruit
cc864a21-25ad-4ed0-bb5f-8401ee9b23b3,rolls/buns
86daa8af-8352-4584-914c-c2c880ef3905,citrus fruit
7c9239f9-a6a3-4a41-aa7e-36cc2b2ca940,frankfurter
6afdd829-0f4b-4c69-ad9f-12e7dd6368bc,whipped/sour cream
10211bc4-720f-4888-bc2a-6ef47bc17daf,tropical fruit
fc491fad-de13-424b-83a2-0aea6f159a3e,frankfurter
7bc4ded0-f229-41c7-b1bd-6d80bbfe3ffa,sausage
d1955a14-f82d-486e-bfc1-7d662a88bc89,sausage
ffe6b7bf-c467-49f0-83e4-895cedc96363,sausage
1a120ec2-39b4-477a-bdec-79440143fdf6,sliced cheese
8f70b285-8089-4501-a804-19f52ddabe74,candy
83676932-8fda-47a8-b072-d9846f7e34ee,tropical fruit
8bfdb8ca-8171-4256-b4f0-53c511d2cacc,pip fruit
371feb46-f8f3-4357-84e2-1b7550fbc3f8,citrus fruit
477147ca-af31-4f12-9e0e-b8c333325723,hamburger meat
ca034d31-d2b4-4ec2-b906-37155ba062b3,other vegetables
3f13de8e-39b0-4cf9-ae9e-6bd95dce2c9d,nuts/prunes
7e72411e-9972-466e-97f0-47be8d549e20,ham
4e54c7a2-c25d-4b62-b554-e4d957f4cc63,ham
b81b15b2-e12d-4692-9795-aa5e41cd1513,butter
3af4d36b-fe7b-4416-a724-12b2b26d5f7b,napkins
7b4518fd-b93f-492b-adac-2f47fbc6a3e8,beef
7941de2e-a9dd-4a73-ab40-8cbe9bae0ae4,frankfurter
e4dfd121-91ad-4301-81d7-a235f69de3f4,meat
145bb45e-aa18-41f8-8535-381cc29eee8a,whole milk
fe836122-6882-4d9a-b496-32aba9a25f59,sausage
92a15f60-fe24-4525-9d0d-1a7502d19736,sausage
c6a5bd53-6c85-4777-9857-71f516c89d89,rolls/buns
d4bf485b-554c-4716-a149-c46b84ddc9c9,root vegetables
64c282d9-6f6e-4e4f-bfb9-85dc1c975009,sausage
6683302b-6fee-4980-8649-6b0c52bf176f,sausage
32a28ed8-d5a1-40e7-acbe-1fd23f14356b,meat
3a082176-3f4d-4d7f-993f-43db52a0baee,sausage
47359ba1-f7af-4804-9dd0-acbfb2438005,citrus fruit
bc94631c-4e49-4f5d-b77f-5a3d9c22f5af,chocolate
09fb9e89-5052-4171-b866-66d308ca89e4,coffee
888c770c-bbf0-46a3-82eb-cc68a0c93571,sausage
b757c6d8-8c77-4891-928b-55fd67d260f4,beef
6d8e69c6-db48-4aef-b0ae-b120a2520b0c,berries
e29b5263-50c9-4f37-84b9-7c0133000d7b,frozen meals
33f39f01-bd23-4c1f-bd83-1e52f02935ff,beef
9f0f9a61-3ffe-4d6e-9fa7-a1196cc92757,sausage
5ed05a2d-d4df-40ad-b8cb-dfaea8c69d88,rolls/buns
bf2a37a4-ab62-4075-ae09-20fc66f4d989,frankfurter
4e2efcf3-2fe6-4e9a-9f09-064f94cf1fb2,sausage
f8b93ae6-70f4-401d-9a20-ce5c4c9a481a,pip fruit
ba8014ec-a621-4432-931d-6db121dc54a1,grapes
52971298-aabf-4657-9928-452a9336dd41,chocolate marshmallow
5d35e62c-6955-4ad9-b524-d2b05d8afb61,coffee
8644221e-117e-4f9f-a5fd-feeb4a133b95,soda
dcde3162-e06c-4fae-956e-1ea765acf49d,bottled beer
7cafc728-7fb6-4022-bf32-dc6043d7622c,butter
88ad1dcb-416d-4467-99af-2e57f11e3f58,fruit/vegetable juice
b70104b1-5bbc-4762-908d-1797b2cde833,meat
8a9306dd-c7e9-485e-b75e-80b9429c7d99,pip fruit
4ce39d26-e494-4d80-9a8e-ee8a02c8e8d7,other vegetables
5a5c662d-c6f2-468d-ae43-0aa471230a60,frankfurter
64db73ff-379a-46c7-8263-eac2e6ffc249,long life bakery product
f9fdaba8-3bc2-42b1-b2cd-936580471a3e,tropical fruit
333b39dd-b4af-4aeb-80d9-09d608d508b6,whole milk
5f3f4519-d0f4-4da6-89b7-e329784f56b9,canned beer
b0f59c31-41bf-4e73-9989-2df0be0fe2c9,canned beer
af461a9f-fc9d-4313-9da6-fc6c70fe6b03,other vegetables
0bbf0c71-ea85-47f5-bc72-bc1140199c9b,soda
e0d8af98-b101-4ed2-b1e3-2047c652a312,rolls/buns
acfd1163-69fd-46e1-adab-910496489407,bags
f8bcbef4-927f-4bc5-be0c-6f11db5fecec,rolls/buns
842a3805-6690-41c3-a96b-ac55f0b36ddc,dessert
1c65f6ea-0936-4d87-bb1c-5da974b87e6c,canned beer
40b91de8-7350-4ad0-be1a-21981c7fbd7c,butter
2d8b9b5c-7dff-42bf-a7c7-687a572de8c4,whole milk
7d158b07-fd58-47b5-80c8-b47d79d1996f,canned beer
356aa89c-caff-44c5-aaef-bc0edb142ef1,coffee
88679580-afcf-45f4-8587-02709eb3e388,chicken
26e7d9bc-7c49-4908-aa36-a387b304c89d,soda
312adf71-8941-4339-9f92-ca0d0a869a96,beef
963ea961-d888-465e-b6c4-92aa353f42cf,spread cheese
fc5facd7-de66-4747-9b2d-04a4832e6e7f,citrus fruit
07fe84f7-cc62-41de-a971-d35025e803a2,canned beer
e45dc655-ffdf-493a-b841-75e54ff105a6,rolls/buns
66ed80da-f400-4c01-a8b2-2c847c3eb9dc,pip fruit
bfee6411-e09d-4eb8-8aaf-7a5177055a50,pip fruit
1724c413-253f-4cc3-89a2-2d9e4615187f,whole milk
c499ad72-5229-4cc2-9dab-a14277281c7d,chocolate
6b431edc-4b06-4b0a-a319-205b5dfeafd7,sausage
df023f09-267e-4b6d-9ed3-f333615d65a8,pip fruit
1888ca5c-3f95-4b91-96ec-175c084cb212,other vegetables
97d8bb41-fbf0-4924-85fb-14918f4d0c02,dessert
261f0c2e-b795-4d9f-b937-69e12c318158,frankfurter
4a852212-77fc-4e1c-a350-d9cfc5ad43c6,citrus fruit
a08ea067-86de-472b-9476-053375d3c55a,citrus fruit
502e0b92-8036-4ad6-89e6-f08ab9bd0dc7,pip fruit
aa41facd-91db-4a92-a6f9-12aa33257020,tropical fruit
b09767f2-7708-4198-a61f-7203d5888db7,frankfurter
d72e43d1-b4db-44b7-8596-dee40fbf9cf4,pip fruit
d4851309-325d-47fc-919f-e07889ac7026,canned beer
9d596724-3f59-403f-b4d1-632ecb58f544,pork
8c9c6229-11a6-4657-962e-feb881af5833,rolls/buns
30522c79-af1e-4b80-a4b0-72cff0fba3af,canned beer
2906b0f3-2141-4c77-a2eb-330599c273b7,citrus fruit
2cc5140d-8f86-45b4-a1ff-c33f0574a9d0,grapes
bd2686ef-f165-4a37-9bc5-3a4a1acb2384,tropical fruit
e25d118f-70a3-4b4f-a294-4539cab28322,frozen fish
32b0fcc0-3106-4209-9488-6263f900d6a9,tropical fruit
134ef0b4-32af-4d1e-ba1b-13c8b36a23af,beverages
858b83f1-a655-4ae5-a2f2-bac58a4e2eda,sausage
f842a85c-0e4f-484b-b528-b29a3d5fcb28,whole milk
9cbd509c-350f-4916-a845-ffae6309065d,sausage
d857b2f6-a5c5-47a4-a5ae-c7dec3fe1b80,pork
bd0b5cf3-19c8-4962-bacb-c790fe502f16,whole milk
10324e8b-a23c-47b6-a733-db56c9206e41,sausage
feb0b836-d1b5-41b6-9d27-2905bf497744,pastry
6872185b-2b38-400d-9614-7d9326ffb925,soda
609c7605-d561-4bd2-a098-84475d66519d,tropical fruit
2f042d67-3fe9-4767-89a4-0081d8c8d344,whole milk
2de199d6-effe-4a11-8175-6acbeffd4bac,canned beer
88378020-c753-42c0-8982-a2e2cf4d12e1,pip fruit
451b8236-436b-45fc-8c2f-8f3880d16d30,turkey
c1499cfe-7bb4-44e0-a9a9-12f6097c4822,yogurt
79ace080-2522-4735-a7df-224452dccdb4,whipped/sour cream
61b4ba13-1f66-4604-b8fb-aabfe5d2181c,finished products
01c54341-e542-48bf-bfcf-7d3870569079,sausage
7f341dda-a6dd-461e-b37c-f06da6224e4e,other vegetables
5228daa1-c2d6-41c3-80bc-2165d7c63051,newspapers
389f1c3c-d8de-4c50-bc39-c34edd99b9ae,white wine
ea75e371-2462-46ae-b0c0-6238b42f95dc,sausage
2745e8e3-d0a0-4f0e-a2fd-2f7e716ab987,misc. beverages
1856d8a6-0b34-40af-82ca-97fd560fcb29,yogurt
347fef57-9dba-4dca-85e3-9bf032d0b545,beef
ba1a6280-7726-4422-9404-9db49569a2fd,other vegetables
56fc4fc0-7cc4-46d2-85d9-4ed75b679f55,photo/film
907c15bb-aab5-4dfb-922a-981b59c563a6,tropical fruit
8bfdc49e-9a65-4fff-af57-e9d12a6cdfc7,sausage
5c72cd12-736c-4e0e-80fa-2ce9a7586024,frankfurter
3c307475-62f5-4f83-9112-15df1c24cfbd,tropical fruit
69723dcc-e10b-49a1-affa-5c7f63e16c9c,citrus fruit
6758e9b7-9fa6-450b-9c60-9d748c85459e,pork
8b2c7427-9ca3-4e25-82f2-f42780ce106d,soda
87ee5566-6e8f-4ddd-85d7-78196e3a2e97,whole milk
e162e912-b079-4b28-a1d6-d0854f7a6a34,cookware
b3eeac66-bbda-4289-838b-ae44f7f4f60a,butter
2d0bfef3-13fd-4928-8eda-a4dad034196d,frozen vegetables
2b6315ea-e771-488a-a685-daecf3d981ac,chicken
04267391-0cc9-40b6-9bc6-4d834938ed79,frankfurter
eddca780-6640-4bb5-ab63-2ee546284a53,tropical fruit
4ff88417-3f0b-4672-b352-2ab114ae5616,root vegetables
0981e903-b21d-4678-a044-73d330269a6c,meat
5cb0a6cf-0ff6-4a28-bd85-31bcb6fc19fa,hamburger meat
35ee4d74-9d44-4403-802a-b117e250d4d5,tropical fruit
d0800c5e-dcb2-42ca-9d91-f57b2b30e1fb,whole milk
5ede02c9-e98d-4ce1-bd85-ca1e76350605,whole milk
d9ac520a-6c3c-48ef-9fde-a915debf9507,hamburger meat
09f85628-f168-4c5e-8274-88552d2784a4,frankfurter
cb580571-5b04-4e8c-80a6-666c365a1cbe,soda
7515ae9b-bd68-4bd8-a541-1dc76069edbc,whipped/sour cream
93e026a2-9896-4270-ac14-04f7011398dc,whole milk
1cd55136-a101-45ee-bef0-4cfb22d2b986,citrus fruit
71f0b8e1-5fed-42b1-9bf8-ed6af680b85e,pip fruit
5030c295-8a20-4e05-8b94-df56dc02ae16,root vegetables
3968772b-d4ce-47e2-a597-029843b0040f,pip fruit
4226f541-f984-401d-8961-befed03c02e3,onions
83ff2217-6747-4675-a981-d9667a001242,tropical fruit
445dd69f-9f07-4a65-bb27-68aee33e9e57,other vegetables
a2dc06a5-a190-4a29-a80f-10b748193cbd,citrus fruit
d171080c-9f08-41b8-922d-38be222fd6b9,canned beer
08488a46-159a-4a71-a289-d51c92ba6004,root vegetables
0248055e-473c-47f9-90e9-e71e101a038a,tropical fruit
fcefd722-673c-4989-87ea-626b72886d08,butter milk
0c07364f-a89b-4a93-a480-8cc920dbbc88,root vegetables
7b51bab1-1ab2-416b-ae11-110447f8f7c5,pork
fa4918a4-fc4b-48f7-94d9-b3714ed399fc,pip fruit
2b1074b2-8ddf-4208-9fd2-7af0c163ea4d,canned beer
d0c54cfb-7d19-43d1-912f-cb8f3d91be24,tropical fruit
fecd920a-f6fc-4881-9340-855f441ca1ca,pork
01856bfb-b938-4df0-a40e-8a34d3e04087,pip fruit
4397390d-1bf7-49f8-9396-b6448ab6bb50,rolls/buns
ae9b5cff-5ca4-4c66-8c52-69d688c4647d,meat
5d9d0dd4-6555-4a59-a7a8-13b735117b31,soda
1b582679-3a0b-4f58-b35d-b316c8292884,root vegetables
c5ec90c9-6c9a-4f27-9dd3-89543600d3db,root vegetables
041f987d-c251-49a4-8797-a281777b74fd,sausage
71ef0d26-be5f-4199-b230-9b741b73a129,butter
30662d91-4de2-460a-9b79-70c055959589,sauces
0141d959-732b-4e38-b18c-6891ccdcc4dc,beef
21517c76-1fbd-4e5e-b4fe-497fee9d4b3e,ham
9be6baea-fd90-4a29-a3fe-af37bb0305cd,rolls/buns
3299ea0b-674a-4ede-a821-84a1901e2acf,tropical fruit
ba43c448-d306-491d-b6f8-e8554bf83eec,sausage
0f2a77c5-2a76-4d07-9e06-328a13e66f55,tropical fruit
37d3ced3-0d04-46b7-9c57-bb8ab39bb4ea,soda
a10cf5e0-6b6e-4aed-8716-0b37f4946741,whole milk
01ad1d72-305f-4fac-9842-234ffa8219a7,pip fruit
ec70c7bf-3d57-4ad2-9cbc-fdb11b48fbb6,whole milk
6734dc0d-06f3-4fff-a9d2-23ca1f60932d,chicken
d24dae3e-0d22-4bbf-8f19-224f491a717d,root vegetables
45fab132-e339-47a8-aade-77ec49c4534c,rolls/buns
42aaae20-b459-4889-be73-a001aeddf749,butter
929d2feb-1816-437a-a456-f920ff6cdb5b,tropical fruit
c348df6e-c026-4244-a2ca-faaeb974aff3,sausage
c84231e6-caab-4a6e-8fa8-7dea0b0e3faa,soda
9af570e3-c012-4353-8360-4f828f41c52d,rolls/buns
52ed41ee-b482-4223-92b9-ff2a496c8c2c,tropical fruit
cef388af-dd1a-45f2-8998-b2f6bbd62f77,tropical fruit
b1542d8a-67f7-45a9-be97-afb3ef0bc863,UHT-milk
f0a6f7cb-e300-4c11-bb6d-4c7f154a87fe,root vegetables
47ddff12-e2f7-4209-8b75-1799db78c8ff,pip fruit
f252ac1e-0495-499b-9d1f-55e9e9310474,whole milk
c8a262be-d62e-4530-bf6b-7b67ece3be8f,dessert
86066e64-3b0f-425a-9126-1d0763349497,other vegetables
8f1ee01a-d5ef-4f23-890e-021c81acd85c,pork
88efbf3c-06e9-48c6-93ef-4f953ef97b07,frankfurter
2039dd03-a825-45dd-9ac3-a0fc8a795133,whole milk
25295291-b918-4add-ad7b-5b837e532ca5,frankfurter
fd6a4552-7887-4c59-9702-226503d91a65,whipped/sour cream
25429568-b054-49fb-8a74-0d5c4de4b778,curd
964caffc-c0b4-4a3c-af74-a40fd08f47a9,other vegetables
516b18e9-9883-453c-bba5-367fa36a569a,ham
7e500cba-f511-4a3c-9545-2573355d64ff,whole milk
2801a668-c3b4-4712-873a-c985367181ce,whole milk
ec5339a5-946c-4a9d-88bf-46fc5c18a540,soda
a38d8def-6e16-4aa7-8897-e962c1f73ec7,margarine
263b3425-848e-41fe-bbb1-8dc7245b4c27,pip fruit
e11da351-9124-43de-acd8-1ee65c20781e,other vegetables
af990af0-ced2-486e-a98f-8fc8142cc434,whole milk
312a0854-5dd1-4eed-a62c-9818aa9de08e,pork
56f6890f-1e74-4ef8-8d71-8d4c042bec64,sausage
28fee7a1-5704-4d75-9bee-d7804a6875f3,curd
bdce0caa-70a1-4c7a-8202-28d7303838e3,canned beer
da774a47-43c0-43f2-811e-123f760023bb,napkins
9f031729-0e7d-4d6a-846d-dcd7927153b4,chewing gum
02a33219-9c50-4d02-b8f2-3a8da4bf72aa,ice cream
eed65667-4203-407c-b560-9ce318d15f87,bottled water
967dee81-4d04-49af-854c-8903900000a6,liver loaf
97e0046a-1052-4180-a903-0f41274f30df,citrus fruit
3335632c-80ae-4fb2-be28-00fe2f4665e1,chicken
97d99e13-0dd5-42e2-b538-b907f6191b5e,citrus fruit
35a681c8-2409-4849-a276-c71f0697a55f,bottled water
86ebe3c2-f02b-4c82-bf16-268c2ea82c3b,pip fruit
f3f3c9cd-e69d-4ac8-9023-c7d1a7701fd9,whole milk
1fd4fa78-a663-4954-9984-2be043abcb39,hamburger meat
0a0090e6-91c7-4a6d-935f-204e6262578e,turkey
83fa7661-ba75-44f4-8799-f7e8fc7f6458,ham
84be3e9e-d796-4646-b682-e28967fb5514,citrus fruit
4b2c5672-69ed-4ade-b8b2-a178b75bd600,sausage
634f1a80-dd30-4306-8a7a-c01a3402b3f4,yogurt
492da31d-4738-4c1c-87c0-b94f034dce99,butter
dbd04149-5984-4c49-afdc-4c2475609ad5,chicken
c4eb4f49-d632-4f1c-88db-94be5b926dbd,beverages
